Município;População;Frota Total;Frota Ativa;Acidentes;Veículos Envolvidos;Feridos e Ilesos;Óbitos
Belmonte;26028;5417;3959;76;93;104;9
Belo Campo;16309;3811;2514;47;53;73;7
Belo Horizonte;2531461;2415141;1923908;428025;716392;692728;814
Belo Jardim;77183;34558;24565;714;770;684;92
Belo Monte;6664;1015;702;5;6;0;5
Belo Oriente;27839;11802;8602;879;1289;1448;20
Belo Vale;7650;5690;4183;352;479;556;2
Belterra;18117;3876;2998;217;325;230;22
Beneditinos;10735;2711;1881;62;72;65;2
Benedito Leite;5685;334;264;9;9;4;5
Benedito Novo;12002;10562;7075;393;528;632;6
Benevides;65690;18888;15803;1264;2268;1282;70
Benjamin Constant;0;0;0;0;0;0;0
Benjamin Constant do Sul;1996;1072;622;1;2;2;1
Bento de Abreu;3079;1621;1013;40;43;37;5
Bento Fernandes;5542;1374;944;2;2;0;2
Bento Gonçalves;125531;92883;65318;50;78;42;55
Bequimão;21480;3598;2647;42;47;34;10
Berilo;11507;4327;3352;260;279;394;11
Berizal;4359;1882;1347;86;107;156;2
Bernardino Batista;3571;534;404;4;4;0;4
Bernardino de Campos;11518;8375;4801;216;196;185;13
Bernardo do Mearim;6136;1892;1269;8;11;7;4
Bernardo Sayão;4229;1895;1325;20;32;26;8
Bertioga;68250;34319;25692;2250;2084;1904;132
Bertolínia;5596;1706;1412;60;67;62;4
Bertópolis;4566;871;694;95;101;147;3
Beruri;0;0;0;0;0;0;0
Betânia;12857;3427;2464;72;87;77;13
Betânia do Piauí;6254;2093;1571;11;11;11;1
Betim;432000;236340;166236;49390;78889;76971;129
Bezerros;61087;27697;19346;673;726;657;73
Bias Fortes;3176;1295;618;60;61;79;1
Bicas;14151;8547;5288;551;798;909;7
Biguaçu;77248;58204;44220;6411;8503;8424;52
Bilac;7685;6322;4035;192;158;148;13
Biquinhas;2332;1792;1162;114;138;200;3
Birigui;128864;110381;72320;4810;4536;4912;87
Biritiba Mirim;34020;16315;10189;445;323;462;30
Biritinga;15574;3081;1968;98;116;117;5
Bituruna;16277;12045;7376;392;613;786;13
Blumenau;370448;290008;205848;22903;29886;33138;139
Boa Esperança;58848;38169;25816;2205;2811;3642;51
Boa Esperança do Iguaçu;2309;2021;1331;53;75;92;4
Boa Esperança do Sul;15305;8819;4812;221;213;203;22
Boa Hora;6946;1396;1028;95;100;97;13
Boa Nova;10931;1878;1321;79;168;190;12
Boa Ventura;5211;1448;1171;13;12;1;13
Boa Ventura de São Roque;6158;4138;2591;131;203;252;11
Boa Viagem;55002;24282;17555;56;77;67;29
Boa Vista;7152;3092;2396;21;33;40;11
Boa Vista da Aparecida;7291;5669;3465;205;307;394;19
Boa Vista das Missões;2075;1821;1155;12;20;21;21
Boa Vista do Buricá;6665;6667;4544;11;20;13;14
Boa Vista do Cadeado;0;0;0;0;0;0;0
Boa Vista do Gurupi;8328;751;657;11;11;8;4
Boa Vista do Incra;2623;1798;1159;2;2;2;2
Boa Vista do Ramos;0;0;0;0;0;0;0
Boa Vista do Sul;2758;2507;1770;3;5;5;3
Boa Vista do Tupim;17899;3221;1867;57;146;155;6
Boca da Mata;27311;6674;4934;28;41;21;27
Boca do Acre;34699;3737;2309;1;1;1;0
Bocaina;17399;9955;6420;216;166;165;25
Bocaina de Minas;5030;3533;2079;75;90;118;7
Bocaina do Sul;3510;2383;1604;149;180;191;14
Bocaiúva;50581;27155;18915;1756;2543;3241;59
Bocaiúva do Sul;13737;8794;5805;115;154;220;2
Bodó;2181;804;575;6;15;13;2
Bodocó;38800;10710;6979;288;316;288;30
Bodoquena;7824;4781;3236;167;210;195;3
Bofete;12557;6820;3916;223;219;213;27
Boituva;66106;55237;39779;1764;1625;1921;56
Bom Conselho;49171;14693;9307;181;189;155;37
Bom Despacho;52115;36113;25603;3896;5803;7042;19
Bom Jardim;111537;37893;25730;470;554;478;91
Bom Jardim da Serra;4824;2831;1899;369;453;517;11
Bom Jardim de Goiás;8901;4876;3413;326;477;410;14
Bom Jardim de Minas;6330;4254;2556;188;241;283;7
Bom Jesus;53149;30014;22237;708;861;881;50
Bom Jesus da Lapa;69907;25927;14439;127;246;200;48
Bom Jesus da Penha;4300;4142;2672;217;273;392;5
Bom Jesus da Serra;9880;1385;803;6;8;4;4
Bom Jesus das Selvas;35106;5990;4496;48;53;23;31
Bom Jesus de Goiás;27147;18358;13008;1211;1720;1590;16
Bom Jesus do Amparo;6261;3250;2021;552;858;868;22
Bom Jesus do Araguaia;7098;4722;3933;16;24;16;8
Bom Jesus do Galho;14418;6270;4370;444;561;843;19
Bom Jesus do Itabapoana;38009;16663;10449;119;145;133;16
Bom Jesus do Norte;9818;15068;11753;430;413;537;3
Bom Jesus do Oeste;2131;1691;1202;82;104;118;3
Bom Jesus do Sul;3329;2347;1435;48;77;103;0
Bom Jesus do Tocantins;22927;4866;3388;424;673;504;17
Bom Jesus dos Perdões;27793;18644;11912;395;335;292;26
Bom Lugar;16639;2871;2118;8;8;4;2
Bom Princípio;14720;11655;8274;24;40;35;24
Bom Princípio do Piauí;5739;1329;1075;65;62;73;4
Bom Progresso;1902;1616;880;4;6;9;6
Bom Repouso;10380;8763;6546;251;369;413;2
Bom Retiro;10232;6806;4233;350;430;465;15
Bom Retiro do Sul;12453;9579;6093;11;13;7;11
Bom Sucesso;29495;13923;8273;572;785;1000;15
Bom Sucesso de Itararé;4076;2122;1332;33;27;26;10
Bom Sucesso do Sul;3179;2433;1689;94;149;168;4
Bombinhas;21411;19627;16698;1956;2623;3087;3
Bonfim;19852;6304;4467;546;752;822;48
Bonfim do Piauí;5768;1385;938;46;45;40;5
Bonfinópolis;10683;4554;3338;465;654;624;15
Bonfinópolis de Minas;5194;3153;2153;229;279;351;8
Boninal;14502;3793;2481;4;4;3;1
Bonito;95125;30236;20926;1296;1772;1541;77
Bonito de Minas;11781;1845;1397;94;98;148;0
Bonito de Santa Fé;12200;2809;2029;16;16;3;12
Bonópolis;4806;1210;886;107;133;125;8
Boqueirão;17953;5999;4142;23;27;6;17
Boqueirão do Leão;7625;5301;3062;3;4;2;3
Boqueirão do Piauí;6522;1714;1355;84;95;85;7
Boquim;26947;10709;7453;21;29;24;5
Boquira;21508;5515;3482;28;52;48;7
Borá;838;618;484;17;16;7;3
Boracéia;5013;3208;2154;66;52;56;4
Borba;41748;931;269;4;3;4;0
Borborema;21724;13682;8127;265;294;300;30
Borda da Mata;20186;11691;7438;614;890;1068;12
Borebi;2783;1535;1027;40;17;18;6
Borrazópolis;5754;6523;3786;130;190;248;10
Bossoroca;6268;3580;1834;4;5;1;5
Botelhos;14698;10325;5885;458;607;766;8
Botucatu;153403;114643;75131;4165;4168;5235;99
Botumirim;6101;1653;1240;93;90;148;5
Botuporã;9962;2767;1588;29;28;36;3
Botuverá;5463;5223;3886;305;385;424;4
Bozano;2085;1736;1046;4;8;3;5
Braço do Norte;34665;32726;24104;4875;6762;7656;21
Braço do Trombudo;3810;3286;2452;95;129;144;0
Braga;3374;1323;679;70;82;125;4
Bragança;131618;30399;23876;1263;2151;1438;84
Bragança Paulista;176551;149467;101287;3916;3770;3730;190
Braganey;5145;3909;2310;51;67;98;11
Branquinha;10290;1887;1528;12;17;2;14
Brás Pires;4092;2584;1784;100;119;159;3
Brasil Novo;15004;7243;5218;332;476;359;22
Brasilândia;11824;8205;5549;233;327;307;4
Brasilândia de Minas;17379;8539;6093;480;612;816;19
Brasilândia do Sul;2292;2413;1506;92;136;192;11
Brasilândia do Tocantins;2221;654;484;1;2;2;0
Brasiléia;28121;12665;10005;569;964;1118;4
Brasileira;8459;2587;2262;67;61;57;4
Brasília;3176893;2062887;1602882;220601;370483;412524;1588
Brasília de Minas;32275;14842;10663;676;802;1254;20
Brasnorte;21531;10635;8000;81;104;87;36
Braúna;5911;3486;2183;60;64;39;7
Braúnas;4589;1671;1234;136;155;225;0
Brazabrantes;3906;1820;1274;133;175;189;4
Brazópolis;14066;8744;5042;355;460;605;13
Brejão;8988;2256;1645;87;98;72;27
Brejetuba;12208;9127;6513;366;254;402;13
Brejinho;20381;6002;4102;95;151;129;21
Brejinho de Nazaré;5556;1838;1373;76;112;122;7
Brejo;7355;1311;939;2;2;0;2
Brejo Alegre;2962;1760;1270;38;25;45;4
Brejo da Madre de Deus;52067;17187;11756;356;376;333;46
Brejo de Areia;9002;1795;1378;13;13;10;2
Brejo do Cruz;7355;1311;939;2;2;0;2
Brejo do Piauí;3833;928;742;16;17;16;1
Brejo dos Santos;6484;1860;1314;7;9;4;6
Brejo Grande;8299;822;596;3;5;2;3
Brejo Grande do Araguaia;7408;1640;1184;113;165;132;7
Brejo Santo;50875;24227;18776;62;97;90;33
Brejões;13600;3025;2048;118;188;219;12
Brejolândia;10535;2371;1385;31;54;47;7
Breu Branco;69513;10335;7121;533;871;584;34
Breves;105565;10076;5773;192;320;214;18
Britânia;5806;3661;2518;215;282;286;7
Brochier;5162;4855;2995;8;10;2;8
Brodowski;26385;18599;11780;300;319;294;20
Brotas;25376;19193;11764;799;678;708;29
Brotas de Macaúbas;10475;2447;1590;5;5;2;3
Brumadinho;42406;27327;19703;4550;6327;6852;31
Brumado;66092;46295;32921;248;368;364;34
Brunópolis;2265;1772;1239;84;124;117;9
Brusque;143297;121556;92220;14725;20137;23815;75
Bueno Brandão;10835;9056;5635;229;296;376;11
Buenópolis;10195;4514;3026;374;543;630;18
Buenos Aires;13262;3054;2234;107;113;110;5
Buerarema;17690;4125;2878;113;178;217;18
Bugre;36660;20089;14980;241;299;291;51
Buíque;59866;10731;7597;270;313;283;40
Bujari;0;0;0;0;0;0;0
Bujaru;30025;2885;1879;134;219;165;18
Buri;6665;6667;4544;11;20;13;14
Buritama;17706;13460;8804;312;237;243;24
Buriti;29089;4187;2163;85;86;59;27
Buriti Alegre;9489;7093;4690;456;642;614;10
Buriti Bravo;24160;4125;2664;54;55;43;9
Buriti de Goiás;2397;2090;1565;77;90;112;2
Buriti do Tocantins;11862;2582;1841;42;65;64;9
Buriti dos Lopes;20043;5320;4352;198;189;201;20
Buriti dos Montes;8379;648;489;46;47;49;0
Buriticupu;73875;20631;16094;139;151;90;59
Buritinópolis;3206;1245;938;78;96;129;6
Buritirama;0;0;0;0;0;0;0
Buritirana;15610;2957;2415;10;12;9;1
Buritis;67382;39185;28807;1727;2259;2904;72
Buritizal;4617;3535;2258;90;94;81;10
Buritizeiro;28069;11732;8441;795;1034;1399;7
Butiá;20855;12773;7574;9;26;17;10
Caapiranga;13321;307;152;1;1;0;1
Caaporã;22138;4927;4143;30;42;19;23
Caarapó;31871;18102;13204;201;216;238;6
Caatiba;5603;1195;885;6;8;9;2
Cabaceiras;5739;1558;1059;7;8;2;6
Cabaceiras do Paraguaçu;18975;2940;1887;14;15;13;2
Cabeceira Grande;7061;1435;992;183;242;315;5
Cabeceiras;8175;3466;2045;297;410;419;10
Cabeceiras do Piauí;10814;2227;1781;108;109;104;7
Cabedelo;70424;30118;25468;108;154;130;38
Cabixi;4420;4366;3285;157;216;235;15
Cabo de Santo Agostinho;212264;60976;46494;1280;1380;1274;117
Cabo Frio;242152;124557;81579;1312;1514;1409;137
Cabo Verde;13921;6924;3661;312;455;528;1
Cabrália Paulista;4152;3051;1758;61;70;64;4
Cabreúva;52809;34387;22675;686;577;573;37
Cabrobó;35000;12284;8784;175;191;164;27
Caçador;80614;60680;42797;6299;8888;10580;42
Caçapava;97365;64422;40994;1944;1556;1461;109
Caçapava do Sul;33142;23885;13010;30;60;38;34
Cacaulândia;6200;2478;1897;88;120;145;3
Cacequi;12233;5997;3304;4;6;3;4
Cáceres;97578;59220;42843;83;86;54;42
Cachoeira;32637;6697;4831;98;154;185;4
Cachoeira Alta;13278;6598;4817;484;683;619;20
Cachoeira da Prata;3605;1802;1215;224;294;373;3
Cachoeira de Goiás;1351;724;534;42;52;52;3
Cachoeira de Minas;11820;5877;4190;349;489;535;15
Cachoeira de Pajeú;9185;2177;1397;184;224;260;3
Cachoeira do Arari;24618;1320;695;136;207;157;12
Cachoeira do Piriá;35742;2215;1590;126;194;107;24
Cachoeira do Sul;80163;57909;35000;57;95;76;68
Cachoeira dos Índios;10400;2637;2164;27;30;25;14
Cachoeira Dourada;10527;5968;4239;364;524;533;11
Cachoeira Grande;9713;941;712;21;21;15;6
Cachoeira Paulista;34363;18118;12004;523;428;377;30
Cachoeiras de Macacu;61080;29666;18935;351;511;454;72
Cachoeirinha;157730;100944;64936;295;333;291;63
Cachoeiro de Itapemirim;211865;129639;92944;19785;19210;26489;161
Cacimba de Areia;3677;907;720;5;5;0;5
Cacimba de Dentro;17188;3324;2023;28;30;3;26
Cacimbas;7230;1474;1049;3;5;3;1
Cacimbinhas;10920;2624;1849;15;20;7;13
Cacique Doble;5075;3025;1874;10;18;26;11
Cacoal;84956;81752;62810;5218;8527;9833;146
Caconde;19026;12210;6379;196;97;116;9
Caçu;17168;9612;6843;647;980;867;11
Caculé;23410;9035;4511;97;158;149;15
Caém;8280;2191;1432;26;43;43;6
Caetanópolis;12104;6003;3972;429;619;718;4
Caetanos;15717;1572;871;1;2;2;0
Caeté;45834;26662;15282;2932;4294;4545;20
Caetés;29205;6880;4791;151;174;126;50
Caetité;50104;21485;13077;458;643;592;66
Cafarnaum;18345;3625;2062;11;11;10;1
Cafeara;2997;1760;1033;32;45;59;4
Cafelândia;37671;27690;18690;802;978;1174;33
Cafezal do Sul;3826;2937;1772;127;202;248;5
Caiabu;4183;2370;1334;33;30;32;7
Caiana;5653;2425;1749;46;53;76;0
Caiapônia;19704;10553;7629;784;1201;1048;7
Caibaté;4719;4073;2466;13;19;9;14
Caibi;6085;5794;4203;396;523;621;9
Caiçara;11539;5651;3894;23;23;12;14
Caiçara do Norte;6536;1012;644;1;1;0;1
Caiçara do Rio do Vento;3749;972;681;9;9;0;9
Caicó;68748;49708;38625;743;1236;1152;32
Caieiras;107043;55222;37257;1729;1512;1560;75
Cairu;18202;1042;711;2;2;1;1
Caiuá;6163;2167;1365;46;42;40;5
Cajamar;81674;55061;39175;2237;1676;1767;93
Cajapió;11326;1303;862;24;26;23;2
Cajari;19619;1902;1363;8;8;7;1
Cajati;28204;18226;12782;791;1211;1217;74
Cajazeiras;62680;38135;30360;308;422;449;70
Cajazeiras do Piauí;3634;654;493;15;16;16;2
Cajazeirinhas;3218;781;581;4;4;0;5
Cajobi;10751;6332;3879;78;60;87;5
Cajueiro;21294;3682;2819;24;33;20;18
Cajueiro da Praia;7807;2033;1688;76;88;76;5
Cajuri;3877;2101;1442;123;148;185;5
Cajuru;27102;18123;10830;350;383;378;27
Calçado;10975;3525;2236;96;102;88;14
Calçoene;11369;901;619;4;12;11;1
Caldas;14619;8888;4899;325;429;536;4
Caldas Brandão;6091;1878;1503;12;12;6;8
Caldas Novas;103410;77594;57801;9031;12240;13098;93
Caldazinha;4493;2559;1705;174;226;235;5
Caldeirão Grande;13067;2792;1913;37;54;65;10
Caldeirão Grande do Piauí;5621;942;768;17;17;19;6
Califórnia;8731;7390;4590;79;113;160;0
Calmon;3311;1932;1208;96;114;134;6
Calumbi;5750;2061;1619;33;38;35;5
Camacan;31244;7222;5099;75;130;146;20
Camaçari;314735;113556;88322;2339;3120;3270;122
Camacho;2715;1926;1269;80;101;129;0
Camalaú;6049;1228;952;9;10;0;11
Camamu;34700;7401;5385;50;65;68;12
Camanducaia;21683;16587;11353;1223;1775;2014;13
Camapuã;13671;9505;6719;207;324;301;16
Camaquã;66750;48877;30851;40;71;51;46
Camaragibe;160824;52381;39509;916;962;931;47
Camargo;2751;2616;1643;3;5;6;4
Cambará;25629;19174;11609;327;513;661;3
Cambará do Sul;6289;3969;2425;11;21;23;16
Cambé;109488;78373;51724;3167;5112;6617;57
Cambira;8042;6825;4046;155;224;289;3
Camboriú;152435;101524;81292;18734;24965;29203;60
Cambuci;15762;6351;4401;62;83;76;7
Cambuí;30512;22168;16045;1448;2144;2219;23
Cambuquira;12665;7228;3975;559;789;1072;34
Cametá;142632;17502;13072;809;1324;894;42
Camocim;64750;22240;16442;170;260;292;45
Camocim de São Félix;19141;4936;3453;177;194;166;29
Campanário;3724;1104;765;112;140;158;5
Campanha;16251;9919;6260;793;1172;1305;11
Campestre;27286;18577;11165;843;1131;1459;20
Campestre da Serra;3398;2295;1401;13;27;22;19
Campestre de Goiás;3761;1957;1426;107;134;123;5
Campestre do Maranhão;14608;3678;3130;19;20;10;11
Campina da Lagoa;14770;11625;6971;307;439;600;22
Campina das Missões;5363;5057;3097;4;6;2;4
Campina do Monte Alegre;6050;3552;2310;62;56;35;6
Campina do Simão;3797;2363;1316;59;88;105;3
Campina Grande;420579;219616;169841;2398;3618;3241;780
Campina Grande do Sul;47928;33183;23047;1476;2308;3100;12
Campina Verde;18203;11042;7892;1328;1929;2202;32
Campinaçu;3636;1812;1351;110;132;147;2
Campinápolis;16247;6186;4517;49;72;57;20
Campinas;1177680;977266;613178;24172;24966;21081;888
Campinas do Piauí;5688;1271;1038;43;47;41;7
Campinas do Sul;5417;4475;2705;2;2;1;2
Campinorte;12889;8338;6260;595;869;749;21
Campo Alegre;51157;17890;13430;893;1226;1260;74
Campo Alegre de Goiás;7903;4207;2657;353;460;414;17
Campo Alegre de Lourdes;28874;2140;610;4;5;2;3
Campo Alegre do Fidalgo;;;;;;;
Campo Azul;3729;953;759;48;58;82;3
Campo Belo;52669;37137;25276;2395;3552;4118;59
Campo Belo do Sul;7019;4794;2805;243;326;329;7
Campo Bom;71301;47107;32785;30;54;35;32
Campo Bonito;3455;2739;1557;41;58;78;3
Campo do Brito;18387;8923;6588;20;30;25;5
Campo do Meio;11320;6224;4048;233;300;397;4
Campo do Tenente;7785;4683;2830;162;250;293;2
Campo Erê;9057;8725;5704;668;983;985;6
Campo Florido;8719;4440;3107;446;653;722;9
Campo Formoso;70760;21691;15942;193;231;215;33
Campo Grande;956316;687911;495287;64408;107254;107153;347
Campo Grande do Piauí;6054;1821;1566;73;79;76;14
Campo Largo;140707;96903;65305;4845;7564;10891;46
Campo Largo do Piauí;7489;700;448;19;16;19;1
Campo Limpo de Goiás;8477;3932;2890;337;393;460;6
Campo Limpo Paulista;81450;53890;34322;1348;1145;679;63
Campo Magro;31184;18077;11839;488;779;1013;16
Campo Maior;47449;29895;23229;1111;1182;1084;42
Campo Mourão;97032;83273;56700;6096;10170;13532;46
Campo Novo;4348;4147;2254;9;16;17;11
Campo Novo de Rondônia;10055;4009;3145;140;169;198;15
Campo Novo do Parecis;45412;33247;26822;191;245;235;74
Campo Redondo;11359;2910;2162;10;10;0;9
Campo Verde;47125;36427;29107;131;161;140;45
Campos Altos;15787;8873;4943;636;839;1150;16
Campos Belos;20281;13404;8978;933;1224;1248;16
Campos Borges;3345;2925;1544;2;3;1;2
Campos de Júlio;7535;5646;4354;17;19;19;3
Campos do Jordão;53348;41747;26366;1193;955;870;40
Campos dos Goytacazes;527995;250859;155937;2553;2764;2488;386
Campos Gerais;28793;14829;9354;880;1225;1540;24
Campos Lindos;10734;2071;1481;38;69;68;8
Campos Novos;37113;29401;20813;3057;4193;4866;43
Campos Novos Paulista;5092;2938;1794;52;65;44;8
Campos Sales;27673;13125;8958;115;178;201;28
Campos Verdes;521;2021;1346;95;109;116;3
Camutanga;8622;2195;1493;52;61;58;3
Cana Verde;5498;3272;2096;183;237;305;3
Canaã;4439;2912;2067;159;182;295;1
Canaã dos Carajás;39735;31153;26575;1744;2972;1853;74
Canabrava do Norte;4770;2506;1983;8;7;9;3
Cananéia;12500;4609;3263;86;65;82;7
Canapi;17580;3657;2521;11;13;6;13
Canápolis;21749;8591;5595;310;423;506;8
Canarana;48832;25392;18223;344;459;423;49
Canas;5418;2380;1672;132;183;225;10
Canavieira;3961;302;226;13;13;12;0
Canavieiras;29419;6929;5141;86;102;105;14
Candeal;7703;1230;839;51;64;89;9
Candeias;101285;41204;30129;1214;1833;2135;69
Candeias do Jamari;29483;8977;7083;703;994;1230;69
Candelária;31391;21146;12883;49;85;72;58
Candiba;14397;3582;2099;87;162;148;16
Cândido de Abreu;13813;9306;5592;233;352;446;25
Cândido Godói;5996;6012;3605;3;6;7;3
Cândido Mendes;20490;1485;952;12;13;8;4
Cândido Mota;31473;23638;14437;628;562;792;25
Cândido Rodrigues;2810;2119;1302;25;23;25;1
Cândido Sales;23919;6933;4513;134;230;263;30
Candiota;9775;7412;4501;12;14;9;12
Candói;16186;10340;6423;192;302;389;2
Candói;46835;34586;22072;19;32;24;19
Canelinha;12689;9327;6873;868;1173;1298;9
Canguaretama;34858;9503;7066;105;190;171;16
Canguçu;56383;45177;26378;56;99;68;67
Canhoba;3970;972;685;5;6;4;2
Canhotinho;24754;6691;4355;159;172;144;28
Canindé;77111;33724;26702;431;761;818;38
Canindé de São Francisco;31423;8956;6548;7;7;2;5
Canitar;5528;2657;1796;110;90;103;5
Canoas;351172;227354;145508;144;232;144;154
Canoinhas;54572;44181;32799;3079;4280;5295;22
Cansanção;34128;9278;5729;48;60;70;13
Cantá;20060;1825;1348;133;229;213;49
Cantagalo;38280;17987;11241;286;386;511;17
Cantanhede;22355;2449;1670;25;27;21;5
Canto do Buriti;21597;7314;5829;170;175;173;11
Canudos;16477;3584;2456;95;181;253;28
Canudos do Vale;1716;1121;714;1;1;0;1
Canutama;16206;391;255;1;0;0;1
Capanema;90325;52696;39167;1379;2295;1957;69
Capão Alto;2435;1728;1022;153;201;195;17
Capão Bonito;46886;30636;19919;1128;1101;1422;70
Capão Bonito do Sul;1720;929;498;1;3;2;2
Capão da Canoa;56670;40787;27584;27;49;42;28
Capão do Cipó;3710;2149;1378;2;4;4;3
Capão do Leão;25434;17042;10379;22;42;34;26
Caparaó;6009;3742;2701;141;175;237;1
Capela;51786;11685;9148;14;19;15;12
Capela de Santana;12382;6112;3665;10;18;15;12
Capela do Alto;21902;15128;9545;328;307;279;29
Capela do Alto Alegre;11619;3062;1818;57;75;70;11
Capela Nova;4509;2615;1878;69;80;101;5
Capelinha;38420;28260;20608;2268;2854;3662;32
Capetinga;6696;3880;1981;226;343;397;11
Capim;6775;1610;1179;12;17;14;7
Capim Branco;9999;5323;3717;309;415;536;3
Capim Grosso;30779;18745;13448;352;497;561;40
Capinópolis;16297;10234;7183;678;916;1250;14
Capinzal;23371;20924;14960;1719;2327;2766;7
Capinzal do Norte;11025;3008;2423;36;37;27;11
Capistrano;17889;5011;3976;54;90;110;23
Capitão;2770;2335;1531;1;1;0;1
Capitão Andrade;5629;2804;1691;115;143;188;1
Capitão de Campos;11606;3276;2828;37;40;42;5
Capitão Enéas;15449;4811;3463;488;595;1003;26
Capitão Gervásio Oliveira;4159;653;496;46;53;45;9
Capitão Leônidas Marques;15888;13172;8637;279;397;546;6
Capitão Poço;55029;10712;6365;427;658;446;71
Capitólio;8687;7916;5430;986;1427;1718;25
Capivari;58347;40860;25608;1284;1145;1067;53
Capivari de Baixo;25743;21149;15171;2197;2901;3413;5
Capivari do Sul;4900;3421;2414;13;21;23;14
Capixaba;12707;2957;2339;54;71;109;1
Capoeiras;20072;5007;3310;101;106;82;25
Caputira;9246;6199;3857;208;254;384;6
Caraá;0;0;0;0;0;0;0
Caracaraí;23252;3992;2990;221;424;415;37
Caracol;16021;4385;2831;129;143;153;14
Caraguatatuba;137503;84450;59297;3869;3520;3165;97
Caraí;20465;4662;3376;363;390;485;15
Caraíbas;9077;1689;1123;40;56;59;7
Carambeí;24507;17306;12364;1192;1897;2457;27
Caranaíba;2899;1225;827;66;84;129;3
Carandaí;24472;16282;10421;810;1168;1351;7
Carangola;31337;17459;12072;1028;1460;1969;30
Carapebus;15360;5916;3911;45;79;68;7
Carapicuíba;395401;223688;141166;6135;4951;4029;148
Caratinga;93693;50581;37113;4436;6456;8094;61
Carauari;28707;2916;1412;1;1;0;1
Caraúbas;24688;9000;6191;39;51;28;24
Caraúbas do Piauí;5980;1250;953;75;75;69;4
Caravelas;21793;3726;2729;191;300;416;31
Carazinho;62354;48639;30647;44;73;115;50
Carbonita;9346;5787;3863;352;403;621;12
Cardeal da Silva;9377;1506;1107;32;34;35;4
Cardoso;11342;1875;1500;98;168;231;17
Cardoso Moreira;13004;5524;3422;42;49;39;11
Careaçu;6854;3282;2220;212;310;329;3
Careiro;39436;3577;2947;9;7;9;2
Careiro da Várzea;30846;521;346;4;4;7;0
Cariacica;384960;193487;141064;15326;14189;21079;107
Caridade;23214;5393;4053;5;6;9;4
Caridade do Piauí;5167;886;708;44;49;45;5
Carinhanha;29131;6453;3702;149;282;273;14
Carira;22239;8341;5556;2;2;0;1
Cariré;18278;5816;4234;27;46;48;9
Cariri do Tocantins;4598;1896;1326;24;46;46;0
Caririaçu;27039;9664;7496;49;72;92;25
Cariús;18586;5191;3901;23;37;37;13
Carlinda;10137;6905;4981;30;33;29;7
Carlópolis;14353;11425;7143;347;533;702;29
Carlos Barbosa;31413;24014;17028;23;53;34;27
Carlos Chagas;17836;6627;5016;1300;1619;2186;47
Carlos Gomes;1363;954;587;1;1;0;1
Carmésia;2673;2769;2251;54;63;86;1
Carmo;19648;6788;4980;73;80;83;1
Carmo da Cachoeira;11602;5552;3399;413;613;649;3
Carmo da Mata;11126;8151;5494;598;828;1014;11
Carmo de Minas;14162;5553;3593;420;536;792;11
Carmo do Cajuru;14162;5553;3593;420;536;792;11
Carmo do Paranaíba;30023;23516;15155;1785;2450;3454;18
Carmo do Rio Claro;21205;13481;8343;778;1035;1475;22
Carmo do Rio Verde;10514;5968;4190;444;604;644;13
Carmolândia;2657;1213;838;17;29;26;2
Carmópolis;0;0;0;0;0;0;0
Carmópolis de Minas;20136;13033;8743;913;1316;1284;7
